purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
2215,6,21.04,0.67
2216,6,14.33,0.0
2217,6,14.52,0.5
2218,6,13.55,0.0
2219,6,11.86,0.0
2220,6,15.17,0.0
2221,6,33.48,0.5
2222,6,10.78,0.17
2223,6,10.83,0.0
2224,6,9.52,0.0
2225,6,26.35,0.0
2226,6,7.25,0.0
2227,6,7.58,0.0
2228,6,8.82,0.0
2229,6,20.79,0.0
2230,6,16.78,0.0
2231,6,18.7,0.5
2232,6,13.41,0.0
2233,6,8.0,0.0
2234,6,8.86,0.0
2235,6,4.06,0.0
2236,6,10.2,0.0
2237,6,12.97,0.0
2238,6,11.19,0.0
2239,6,119.39,0.0
2240,6,9.09,0.17
2241,6,19.66,1.0
2242,6,10.28,0.0
2243,6,14.65,0.0
2244,6,8.5,0.0
2245,6,16.64,0.0
2246,6,11.81,0.17
2247,6,9.22,0.0
2248,6,12.1,0.0
2249,6,11.79,0.0
2250,6,11.91,0.0
2251,6,11.66,0.17
2252,6,13.01,0.0
2253,6,10.08,0.0
2254,6,7.29,0.83
2255,6,6.12,0.0
2256,6,7.68,0.0
2257,6,7.67,0.0
2258,6,7.55,0.0
2259,6,11.22,0.0
2260,6,14.14,0.0
2261,6,35.23,0.0
2262,6,21.77,0.0
2263,6,19.43,0.0
2264,6,18.47,0.0
2265,6,16.45,0.33
2266,6,8.26,0.0
2267,6,12.39,0.0
2268,6,10.35,0.0
2269,6,14.9,0.0
2270,6,7.68,0.0
2271,6,7.12,0.0
2272,6,7.4,0.0
2273,6,15.33,0.83
2274,6,13.56,0.0
2275,6,23.4,0.0
2276,6,17.45,0.0
2277,6,20.69,0.0
2278,6,35.01,0.0
2279,6,32.85,0.0
2280,6,25.0,0.0
2281,6,170.1,0.0
2282,6,18.16,0.0
2283,6,16.15,0.0
2284,6,14.78,0.0
2285,6,24.02,0.0
2286,6,24.21,0.0
2287,6,26.26,0.0
2288,6,93.65,0.0
2289,6,47.92,0.0
2290,6,46.76,0.0
2291,6,47.61,0.0
2292,6,5.34,0.5
2293,6,5.28,0.0
2294,6,4.52,0.0
2295,6,7.37,0.0
2296,6,5.3,0.0
2297,6,21.34,0.0
2298,6,28.84,0.0
2299,6,66.0,0.0
2300,6,39.85,0.0
2301,6,12.36,0.0
2302,6,20.26,0.33
2303,6,100.05,0.0
2304,6,78.11,0.0
2305,6,56.86,0.0
2306,6,20.24,0.0
2307,6,13.61,0.0
2308,6,7.18,0.0
2309,6,37.31,0.0
2310,6,15.34,0.5
2311,6,11.37,0.0
2312,6,11.18,0.0
2313,6,20.52,0.0
2314,6,45.85,0.0
2315,6,8.65,0.67
2316,6,8.32,0.0
2317,6,6.96,0.0
2318,6,7.65,0.0
2319,6,5.64,0.0
2320,6,5.66,0.0
2321,6,4.74,0.0
2322,6,6.05,0.0
2323,6,8.29,0.0
2324,6,15.75,0.67
2325,6,9.37,0.0
2326,6,14.91,0.0
2327,6,26.8,0.0
2328,6,31.66,0.0
2329,6,11.55,0.5
2330,6,7.21,0.0
2331,6,5.1,0.17
2332,6,4.08,0.0
2333,6,13.42,0.0
2334,6,7.2,0.17
2335,6,8.74,0.0
2336,6,6.26,0.0
2337,6,11.29,0.0
2338,6,24.42,0.0
2339,6,25.31,0.0
2340,6,6.82,0.0
2341,6,6.46,0.83
2342,6,6.47,0.0
2343,6,8.25,0.0
2344,6,8.3,0.0
2345,6,5.51,0.0
2346,6,3.1,0.0
2347,6,10.47,0.0
2348,6,4.11,0.0
2349,6,6.06,0.0
2350,6,5.61,0.0
2351,6,7.99,0.0
2352,6,4.47,0.0
2353,6,5.02,0.0
2354,6,8.07,0.0
2355,6,7.97,0.0
2356,6,6.61,0.0
2357,6,14.33,0.0
2358,6,22.47,0.0
2359,6,26.26,0.0
2360,6,8.83,0.33
2361,6,8.19,0.0
2362,6,23.29,0.0
2363,6,11.14,0.0
2364,6,6.94,0.0
2365,6,7.05,0.33
2366,6,10.1,0.0
2367,6,7.74,0.0
2368,6,7.7,0.0
2369,6,8.86,0.0
2370,6,6.31,0.0
2371,6,9.37,0.0
2372,6,9.24,0.0
2373,6,21.2,0.0
2374,6,11.96,0.0
2375,6,18.66,0.0
2376,6,21.93,0.0
2377,6,19.0,0.0
2378,6,9.14,0.0
2379,6,15.94,0.0
2380,5,9.53,0.0
2381,5,6.68,0.0
2382,5,9.9,0.0
2383,5,7.97,0.0
2384,5,11.77,0.0
2385,5,64.29,0.0
2386,5,78.46,0.0
2387,5,10.28,0.0
2388,5,7.53,0.8
2389,5,7.45,0.0
2390,5,10.38,0.0
2391,5,9.96,0.0
2392,5,12.01,0.0
2393,5,10.73,0.0
2394,5,9.9,0.8
2395,5,6.43,0.6
2396,5,10.56,0.0
2397,5,10.23,0.0
2398,5,11.48,0.0
2399,5,1.88,0.0
2400,5,17.46,0.0
2401,5,5.64,0.0
2402,5,11.09,0.0
2403,5,5.86,0.0
2404,5,10.57,0.0
2405,5,2.64,0.0
2406,5,9.98,0.0
2407,5,7.44,0.0
2408,5,6.01,0.0
2409,5,7.84,0.0
2410,5,17.69,0.0
2411,5,28.53,0.8
2412,5,107.74,0.0
2413,5,29.88,0.0
2414,5,3.37,0.0
2415,5,35.47,0.0
2416,5,38.26,0.0
2417,5,30.61,0.2
2418,5,76.99,0.0
2419,5,27.58,0.0
2420,5,22.71,0.0
2421,5,65.74,0.0
2422,5,6.45,0.0
2423,5,43.19,0.8
2424,5,22.89,0.0
2425,5,16.87,0.0
2426,5,5.44,0.0
2427,5,35.08,0.0
2428,5,38.42,0.0
2429,5,41.92,0.0
2430,5,15.88,0.0
2431,5,18.66,0.2
2432,5,17.26,0.0
2433,5,8.49,0.0
2434,5,6.72,0.0
2435,5,36.11,0.0
2436,5,90.64,0.0
2437,5,16.26,0.0
2438,5,21.05,0.0
2439,5,20.21,0.0
2440,5,22.93,0.0
2441,5,75.4,0.0
2442,5,7.81,0.6
2443,5,10.62,0.0
2444,5,5.82,0.0
2445,5,7.26,0.0
2446,5,5.33,0.0
2447,5,9.86,0.0
2448,5,15.25,0.0
2449,5,6.18,0.0
2450,5,9.25,0.0
2451,5,9.77,0.0
2452,5,7.19,0.0
2453,5,7.63,0.0
2454,5,5.4,0.0
2455,5,11.12,0.6
2456,5,7.43,0.0
2457,5,3.98,0.0
2458,5,5.56,0.0
2459,5,6.02,0.0
2460,5,10.65,0.0
2461,5,5.47,0.0
2462,5,10.98,0.0
2463,5,17.88,0.0
2464,5,5.42,0.0
2465,5,3.69,0.0
2466,5,6.54,0.0
2467,5,12.44,0.2
2468,5,15.6,0.0
2469,5,5.39,0.0
2470,5,11.74,0.0
2471,5,6.18,0.0
2472,5,5.07,0.0
2473,5,8.54,1.6
2474,5,5.78,0.0
2475,5,6.81,0.8
2476,5,7.89,0.0
2477,5,9.0,0.0
2478,5,4.81,0.0
2479,5,4.91,0.6
2480,5,3.56,0.0
2481,5,7.63,0.0
2482,5,6.02,0.0
2483,5,7.55,0.0
2484,5,4.77,0.0
2485,5,7.46,0.0
2486,5,7.38,0.0
2487,5,6.85,0.0
2488,5,7.25,0.0
2489,5,7.56,0.0
2490,5,6.33,0.0
2491,5,5.14,0.0
2492,5,7.36,0.0
2493,5,16.74,0.0
2494,5,4.25,0.0
2495,5,11.02,0.0
2496,5,6.23,0.0
2497,5,5.14,0.0
2498,5,9.83,0.0
2499,5,11.04,0.0
2500,5,9.74,0.4
2501,5,5.42,0.0
2502,5,10.08,0.0
2503,5,5.66,0.0
2504,5,10.17,0.0
2505,5,13.04,0.0
2506,5,9.3,0.0
2507,5,9.99,0.0
2508,5,12.74,0.6
2509,5,6.72,0.0
2510,5,13.49,0.8
2511,5,2.76,0.0
2512,5,9.94,0.0
2513,5,5.66,0.0
2514,5,5.01,0.0
2515,5,10.78,0.0
2516,5,5.86,0.0
2517,5,5.65,0.0
2518,5,5.73,0.0
2519,5,5.23,0.0
2520,5,14.4,0.0
2521,5,5.29,0.0
2522,5,17.19,0.0
2523,5,7.48,0.0
2524,5,7.89,0.0
2525,5,8.57,0.0
2526,5,11.16,0.0
2527,5,33.76,0.0
2528,5,34.6,0.0
2529,5,75.03,0.0
2530,5,35.72,0.0
2531,5,23.79,0.0
2532,5,12.77,0.0
2533,5,16.9,0.0
2534,5,24.79,0.0
2535,5,23.24,0.0
2536,5,15.78,0.0
2537,5,16.33,0.2
2538,5,31.79,0.0
2539,5,12.9,0.0
2540,5,9.94,0.0
2541,5,13.36,0.0
2542,5,7.46,0.0
2543,5,5.65,0.0
2544,5,6.75,0.0
2545,5,5.28,0.0
2546,5,8.64,0.0
2547,5,15.23,0.0
2548,5,7.06,0.0
2549,5,6.12,0.0
2550,5,5.04,1.0
2551,5,18.86,0.0
2552,5,10.39,0.0
2553,5,15.41,0.0
2554,5,6.52,0.0
2555,5,9.01,0.0
2556,5,22.53,0.0
2557,5,13.31,0.0
2558,5,13.04,0.0
2559,5,8.85,0.0
2560,5,11.1,0.0
2561,5,9.21,0.0
2562,5,13.73,0.0
2563,5,8.1,0.4
2564,5,9.77,0.0
2565,5,10.76,0.0
2566,5,11.03,0.0
2567,5,10.53,0.0
2568,5,9.94,0.0
2569,5,12.93,0.0
2570,5,8.16,0.0
2571,5,8.82,0.0
2572,5,18.24,0.0
2573,5,17.47,0.0
2574,5,47.29,0.0
2575,5,39.63,0.0
2576,5,45.13,0.0
2577,5,31.72,0.0
2578,5,48.94,0.0
2579,5,8.72,0.0
2580,5,8.12,0.0
2581,5,7.61,0.0
2582,5,6.08,0.0
2583,5,14.33,0.0
2584,5,17.95,0.0
2585,5,6.97,0.0
2586,5,14.11,0.0
2587,5,16.02,0.0
2588,5,8.79,0.0
2589,5,6.84,0.0
2590,5,4.67,0.0
2591,5,7.36,0.0
2592,5,10.41,0.0
2593,5,9.99,0.0
2594,5,4.69,0.0
2595,5,4.78,0.0
2596,5,9.88,0.0
2597,5,7.76,0.0
2598,5,6.96,0.0
2599,5,11.57,0.0
2600,5,13.97,1.0
2601,5,8.07,0.0
2602,5,8.0,0.0
2603,5,10.36,0.0
2604,5,7.51,0.0
2605,5,12.33,0.0
2606,5,10.43,0.0
2607,5,5.14,0.0
2608,5,7.08,1.0
2609,5,7.63,0.0
2610,5,4.02,0.0
2611,5,3.66,0.0
2612,5,5.12,1.0
2613,5,8.05,0.0
2614,5,4.57,0.0
2615,5,7.63,0.0
2616,5,8.65,0.0
2617,5,9.97,0.0
2618,5,4.97,0.0
2619,5,14.14,0.2
2620,5,12.62,0.0
2621,5,10.94,0.0
2622,5,15.11,0.0
2623,5,6.21,0.0
2624,5,8.07,0.0
2625,5,12.83,0.0
2626,5,10.26,0.0
2627,5,15.53,0.0
2628,5,5.68,0.0
2629,5,5.15,0.0
2630,5,8.28,0.0
2631,5,12.63,0.0
2632,5,8.23,0.0
2633,5,4.4,0.0
2634,5,6.35,0.0
2635,5,11.01,0.0
2636,5,8.48,0.0
2637,5,6.78,0.0
2638,5,5.22,0.0
2639,5,6.23,0.0
2640,5,15.49,0.0
2641,5,9.56,0.0
2642,5,13.72,0.0
2643,5,12.86,0.0
2644,5,17.54,0.0
2645,5,11.73,0.0
2646,5,10.35,0.0
2647,5,26.45,0.0
2648,5,5.74,0.2
2649,5,10.41,0.0
2650,5,5.75,0.0
2651,5,6.29,0.0
2652,5,6.87,0.0
2653,5,8.23,0.0
2654,5,4.71,0.0
2655,5,6.19,0.0
2656,5,8.39,0.0
2657,5,12.49,0.4
2658,5,10.21,0.0
2659,5,8.72,0.0
2660,5,12.09,0.0
2661,5,10.98,0.0
2662,5,6.44,0.0
2663,5,7.78,0.0
2664,5,5.67,0.0
2665,5,6.79,0.0
2666,5,5.94,0.0
2667,5,9.72,0.0
2668,5,13.97,0.6
2669,5,12.73,0.0
2670,5,10.64,0.0
2671,5,4.59,0.0
2672,5,10.65,0.0
2673,5,5.84,0.0
2674,5,9.06,0.0
2675,5,8.06,0.0
2676,5,8.78,0.0
2677,5,7.02,0.0
2678,5,8.01,0.0
2679,5,9.63,0.4
2680,5,12.63,0.0
2681,5,8.45,0.0
2682,5,7.05,0.0
2683,5,13.7,0.0
2684,5,13.82,0.2
2685,5,4.35,0.6
2686,5,8.03,0.0
2687,5,11.22,0.0
2688,5,12.92,0.0
2689,5,7.61,1.8
2690,5,15.87,0.0
2691,5,6.88,0.0
2692,5,10.4,0.0
2693,5,7.24,0.0
2694,5,5.81,0.0
2695,5,10.02,0.0
2696,5,14.26,0.0
2697,5,17.25,0.0
2698,5,8.59,0.0
2699,5,11.04,0.0
2700,5,10.19,0.0
2701,4,12.04,0.0
2702,4,7.64,0.0
2703,4,11.2,0.0
2704,4,14.9,0.0
2705,4,11.35,0.0
2706,4,20.61,0.0
2707,4,12.18,0.0
2708,4,19.98,0.0
2709,4,7.8,0.0
2710,4,5.54,0.0
2711,4,9.71,0.0
2712,4,7.94,0.0
2713,4,11.11,0.0
2714,4,6.88,0.0
2715,4,8.36,1.0
2716,4,7.76,0.0
2717,4,6.59,0.0
2718,4,7.26,0.0
2719,4,5.68,0.0
2720,4,8.92,0.0
2721,4,5.12,0.0
2722,4,3.82,0.0
2723,4,12.5,0.0
2724,4,7.68,0.0
2725,4,8.32,0.0
2726,4,4.2,0.0
2727,4,6.97,0.0
2728,4,5.9,0.0
2729,4,9.68,0.0
2730,4,6.0,0.0
2731,4,18.3,0.0
2732,4,13.52,0.0
2733,4,8.86,0.0
2734,4,13.55,0.0
2735,4,11.6,0.0
2736,4,7.72,0.0
2737,4,6.63,0.0
2738,4,7.04,0.0
2739,4,24.0,0.0
2740,4,15.55,0.0
2741,4,13.98,0.0
2742,4,13.44,0.0
2743,4,10.36,0.0
2744,4,6.65,0.0
2745,4,8.45,0.0
2746,4,6.78,0.0
2747,4,5.2,0.0
2748,4,8.5,0.0
2749,4,5.94,0.0
2750,4,6.45,0.0
2751,4,7.28,0.0
2752,4,6.03,0.0
2753,4,7.18,0.0
2754,4,15.41,0.0
2755,4,41.02,1.5
2756,4,84.4,0.0
2757,4,40.02,0.0
2758,4,61.64,0.0
2759,4,72.5,0.0
2760,4,138.66,0.0
2761,4,29.65,0.0
2762,4,136.36,0.0
2763,4,51.3,0.0
2764,4,16.06,0.0
2765,4,78.52,0.0
2766,4,22.48,0.0
2767,4,18.59,0.0
2768,4,28.27,0.0
2769,4,16.43,0.0
2770,4,72.41,0.0
2771,4,18.08,0.0
2772,4,16.67,0.0
2773,4,34.16,0.0
2774,4,60.16,0.0
2775,4,48.89,0.0
2776,4,30.08,0.0
2777,4,8.57,0.0
2778,4,6.63,0.0
2779,4,10.44,0.0
2780,4,19.08,0.0
2781,4,10.17,0.0
2782,4,12.33,0.0
2783,4,6.68,0.0
2784,4,20.37,0.0
2785,4,7.06,0.0
2786,4,26.53,0.0
2787,4,13.45,0.0
2788,4,6.46,0.0
2789,4,9.78,0.0
2790,4,11.55,0.0
2791,4,9.94,0.0
2792,4,14.44,0.0
2793,4,8.69,0.0
2794,4,6.64,0.0
2795,4,7.0,0.0
2796,4,10.61,0.0
2797,4,10.07,0.0
2798,4,15.4,0.0
2799,4,9.45,0.0
2800,4,18.69,0.0
2801,4,7.83,0.0
2802,4,8.1,1.0
2803,4,6.3,0.0
2804,4,6.43,0.0
2805,4,11.72,0.25
2806,4,6.1,0.0
2807,4,6.28,0.0
2808,4,4.97,0.0
2809,4,8.43,0.0
2810,4,4.23,0.0
2811,4,10.01,0.0
2812,4,6.05,0.0
2813,4,4.88,0.0
2814,4,13.38,0.0
2815,4,11.37,0.0
2816,4,3.94,0.0
2817,4,11.61,0.0
2818,4,10.22,0.0
2819,4,8.01,0.0
2820,4,5.89,0.0
2821,4,17.56,0.0
2822,4,7.11,0.0
2823,4,7.9,0.0
2824,4,6.25,0.0
2825,4,6.75,0.0
2826,4,5.46,0.0
2827,4,5.76,0.0
2828,4,6.7,0.0
2829,4,5.05,0.0
2830,4,7.68,0.0
2831,4,20.56,0.0
2832,4,14.02,0.0
2833,4,14.8,0.0
2834,4,7.18,0.0
2835,4,5.38,0.0
2836,4,4.94,0.0
2837,4,10.68,0.0
2838,4,9.32,0.0
2839,4,8.12,0.25
2840,4,7.82,0.0
2841,4,12.92,0.0
2842,4,4.57,0.0
2843,4,6.49,0.0
2844,4,5.55,0.0
2845,4,9.41,0.0
2846,4,7.15,0.0
2847,4,5.87,0.0
2848,4,9.37,0.0
2849,4,6.98,0.0
2850,4,6.44,0.0
2851,4,20.73,0.0
2852,4,8.63,0.0
2853,4,6.23,0.0
2854,4,10.78,0.0
2855,4,5.04,0.0
2856,4,15.51,0.0
2857,4,4.24,0.0
2858,4,3.47,0.0
2859,4,14.46,0.0
2860,4,12.78,0.0
2861,4,15.71,0.0
2862,4,3.04,0.0
2863,4,5.89,0.0
2864,4,12.4,0.0
2865,4,4.78,0.0
2866,4,6.6,0.0
2867,4,4.09,0.0
2868,4,4.86,0.0
2869,4,4.28,0.0
2870,4,8.48,0.0
2871,4,5.74,0.0
2872,4,5.9,0.0
2873,4,14.04,0.0
2874,4,6.9,0.0
2875,4,6.4,0.0
2876,4,17.66,0.0
2877,4,5.07,0.0
2878,4,6.95,0.0
2879,4,5.93,0.0
2880,4,3.86,0.0
2881,4,5.18,0.0
2882,4,2.78,0.0
2883,4,7.78,0.0
2884,4,6.19,0.0
2885,4,5.18,0.0
2886,4,6.41,0.0
2887,4,2.92,0.0
2888,4,6.31,0.0
2889,4,5.81,0.0
2890,4,6.38,0.0
2891,4,7.58,0.0
2892,4,7.33,0.0
2893,4,9.34,0.0
2894,4,6.59,0.0
2895,4,13.98,0.0
2896,4,5.98,0.0
2897,4,12.44,0.0
2898,4,9.2,0.0
2899,4,15.76,0.0
2900,4,13.6,0.0
2901,4,8.82,0.0
2902,4,5.46,0.0
2903,4,6.1,0.0
2904,4,5.16,0.0
2905,4,7.02,0.0
2906,4,11.67,1.0
2907,4,12.44,0.0
2908,4,5.44,0.0
2909,4,8.43,0.0
2910,4,12.58,0.0
2911,4,5.74,0.0
2912,4,7.53,0.0
2913,4,5.98,0.0
2914,4,5.7,0.0
2915,4,10.3,0.0
2916,4,10.86,0.0
2917,4,8.45,0.0
2918,4,12.97,0.0
2919,4,8.98,0.0
2920,4,8.13,0.0
2921,4,6.94,0.0
2922,4,9.35,0.0
2923,4,5.99,0.0
2924,4,7.96,0.0
2925,4,5.44,0.0
2926,4,8.95,0.0
2927,4,9.21,0.0
2928,4,37.0,0.0
2929,4,11.28,0.0
2930,4,6.93,0.0
2931,4,7.36,0.0
2932,4,6.04,0.0
2933,4,10.04,0.0
2934,4,11.62,0.0
2935,4,5.93,0.0
2936,4,5.6,0.0
2937,4,12.63,0.0
2938,4,8.78,0.0
2939,4,4.1,0.0
2940,4,6.0,0.0
2941,4,5.93,0.0
2942,4,5.54,0.0
2943,4,8.4,0.0
2944,4,7.19,0.0
2945,4,58.84,0.5
2946,4,27.28,0.0
2947,4,36.76,0.0
2948,4,10.25,0.0
2949,4,18.32,0.0
2950,4,6.44,0.0
2951,4,18.57,0.0
2952,4,11.01,0.0
2953,4,7.66,0.0
2954,4,5.56,0.0
2955,4,13.92,0.0
2956,4,8.53,0.0
2957,4,6.22,0.0
2958,4,5.56,0.0
2959,4,8.94,1.5
2960,4,14.42,0.0
2961,4,8.3,0.0
2962,4,30.32,0.0
2963,4,9.29,0.0
2964,4,11.38,0.0
2965,4,4.52,0.0
2966,4,8.66,0.0
2967,4,6.49,0.0
2968,4,10.13,0.0
2969,4,6.2,0.0
2970,4,8.2,0.0
2971,4,10.99,0.0
2972,4,4.24,0.0
2973,4,7.64,0.0
2974,4,3.56,0.0
2975,4,7.6,0.0
2976,4,19.77,0.0
2977,4,9.15,0.0
2978,4,10.47,0.0
2979,4,11.32,0.0
2980,4,4.68,0.0
2981,4,7.44,0.0
2982,4,4.8,0.0
2983,4,5.95,0.5
2984,4,7.38,0.0
2985,4,9.12,0.0
2986,4,6.08,0.0
2987,4,8.83,0.0
2988,4,7.93,0.0
2989,4,5.89,0.0
2990,4,6.72,0.0
2991,4,6.3,0.0
2992,4,7.53,0.0
2993,4,6.84,0.0
2994,4,6.32,0.0
2995,4,7.71,0.0
2996,4,5.07,0.0
2997,4,6.23,0.0
2998,4,6.96,0.0
2999,4,12.24,0.0
3000,4,6.76,0.0
3001,4,6.31,0.0
3002,4,5.01,0.0
3003,4,8.53,0.0
3004,4,5.89,0.0
3005,4,2.26,0.0
3006,4,9.27,0.0
3007,4,5.78,0.0
3008,4,8.04,0.0
3009,4,6.28,0.25
3010,4,8.69,0.0
3011,4,10.64,0.0
3012,4,6.94,0.0
3013,4,9.23,0.0
3014,4,8.12,0.0
3015,4,10.51,0.0
3016,4,4.15,0.0
3017,4,7.71,0.0
3018,4,5.95,0.0
3019,4,6.22,0.0
3020,4,7.84,0.0
3021,4,7.23,0.0
3022,4,7.38,0.0
3023,4,7.23,0.0
3024,4,7.06,0.0
3025,4,6.86,0.0
3026,4,16.62,0.0
3027,4,21.14,0.0
3028,4,15.43,0.0
3029,4,28.37,0.0
3030,4,31.6,0.0
3031,4,14.18,0.0
3032,4,14.16,0.0
3033,4,20.7,0.0
3034,4,46.72,1.0
3035,4,15.77,0.0
3036,4,18.11,0.0
3037,4,10.65,0.0
3038,4,10.1,0.0
3039,4,15.93,0.0
3040,4,7.34,0.0
3041,4,7.68,0.0
3042,4,14.81,0.0
3043,4,239.52,0.0
3044,4,19.29,0.0
3045,4,15.8,0.0
3046,4,5.24,0.0
3047,4,8.62,0.0
3048,4,10.19,0.0
3049,4,19.76,0.0
3050,4,20.62,0.0
3051,4,35.06,0.0
3052,4,218.8,0.75
3053,4,138.54,0.0
3054,4,32.81,0.0
3055,4,45.08,0.0
3056,4,41.6,0.0
3057,4,47.09,0.0
3058,4,37.58,0.0
3059,4,35.67,0.0
3060,4,10.72,0.0
3061,4,6.2,0.0
3062,4,7.74,0.0
3063,4,7.86,0.0
3064,4,7.79,0.0
3065,4,5.29,0.0
3066,4,14.34,1.0
3067,4,6.56,0.0
3068,4,6.05,0.0
3069,4,6.88,0.0
3070,4,6.07,0.0
3071,4,7.16,0.0
3072,4,8.57,0.0
3073,4,10.2,0.0
3074,4,27.24,0.0
3075,4,6.7,0.0
3076,4,10.24,0.0
3077,4,4.42,0.5
3078,4,5.94,0.0
3079,4,5.97,0.0
3080,4,7.52,0.0
3081,4,7.69,0.0
3082,4,7.0,0.0
3083,4,6.12,0.0
3084,4,8.82,0.0
3085,4,5.72,0.0
3086,4,9.96,0.0
3087,4,13.29,0.0
3088,4,6.7,0.0
3089,4,8.29,0.0
3090,4,7.69,0.0
3091,4,6.82,0.0
3092,4,12.09,0.0
3093,4,6.49,0.0
3094,4,5.72,0.0
3095,4,8.96,0.0
3096,4,6.66,0.0
3097,4,4.14,0.0
3098,4,7.02,0.0
3099,4,9.12,0.0
3100,4,16.54,0.0
3101,4,10.39,0.0
3102,4,9.06,0.0
3103,4,8.65,0.0
3104,4,5.96,0.0
3105,4,19.91,0.0
3106,4,15.43,0.0
3107,4,4.93,0.0
3108,4,5.77,0.75
3109,4,6.43,0.0
3110,4,25.22,0.0
3111,4,17.35,0.0
3112,4,12.82,0.0
3113,4,10.0,0.0
3114,4,15.0,0.0
3115,4,14.31,0.0
3116,4,10.12,0.0
3117,4,21.64,0.0
3118,4,11.91,0.0
3119,4,13.99,0.0
3120,4,10.64,0.0
3121,4,12.38,0.0
3122,4,9.51,0.0
3123,4,4.59,0.0
3124,4,7.84,0.0
3125,4,14.51,0.0
3126,4,16.83,0.0
3127,4,20.71,0.0
3128,4,9.8,0.0
3129,4,8.25,0.0
3130,4,7.43,0.0
3131,4,8.17,0.0
3132,4,9.17,0.0
3133,4,8.16,0.0
3134,4,10.77,0.0
3135,4,5.15,0.0
3136,4,5.52,0.0
3137,4,6.31,0.0
3138,4,6.3,0.0
3139,4,13.91,0.0
3140,4,19.18,0.0
3141,4,8.42,0.0
3142,4,9.08,0.0
3143,4,9.1,0.0
3144,4,11.12,0.0
3145,4,13.78,0.0
3146,4,10.47,0.0
3147,4,7.44,0.0
3148,4,8.26,0.0
3149,4,10.73,0.0
3150,4,10.92,0.0
3151,4,7.14,0.0
3152,4,6.64,0.0
3153,4,9.75,0.0
3154,4,12.76,0.0
3155,4,9.98,0.0
3156,4,5.8,0.0
3157,4,17.0,0.0
3158,4,8.12,0.0
3159,4,6.88,0.0
3160,4,50.22,0.25
3161,4,14.17,0.0
3162,4,6.68,0.0
3163,4,10.09,0.0
3164,4,13.73,0.0
3165,4,6.43,0.0
3166,4,7.79,0.0
3167,4,10.44,0.0
3168,4,6.08,0.0
3169,4,6.51,0.0
3170,4,6.1,0.0
3171,4,5.13,0.0
3172,4,8.13,0.0
3173,4,9.58,0.0
3174,4,8.85,0.0
3175,4,8.73,0.0
3176,4,14.51,0.0
3177,4,13.78,0.0
3178,4,6.57,0.0
3179,4,13.15,0.0
3180,4,8.67,0.0
3181,4,8.33,0.0
3182,4,5.51,0.0
3183,4,13.7,0.0
3184,4,10.7,0.0
3185,4,8.76,0.0
3186,4,19.18,0.0
3187,4,13.99,0.0
3188,4,6.23,0.0
3189,4,9.66,0.0
3190,4,12.21,0.0
3191,4,6.53,0.0
3192,4,4.96,0.0
3193,4,7.04,0.0
3194,4,3.29,0.0
3195,4,4.62,0.0
3196,4,5.06,0.0
3197,4,6.31,0.0
3198,4,5.5,0.0
3199,4,13.52,0.0
3200,4,6.4,0.0
3201,4,7.78,0.0
3202,4,5.84,0.0
3203,4,6.5,0.0
3204,4,8.09,0.0
3205,4,4.23,0.0
3206,4,6.0,0.0
3207,4,15.63,0.0
3208,4,7.1,0.0
3209,4,10.29,0.0
3210,4,14.04,0.0
3211,4,6.98,0.0
3212,4,5.05,0.0
3213,4,15.91,0.0
3214,4,8.39,0.0
3215,4,7.3,0.0
3216,4,6.31,0.0
3217,4,5.4,0.0
3218,4,5.76,0.0
3219,4,9.31,0.0
3220,4,7.67,0.0
3221,4,14.3,0.0
3222,4,7.35,0.0
3223,4,8.72,0.0
3224,4,7.5,0.0
3225,4,46.73,0.5
3226,4,5.2,0.0
3227,4,5.76,0.0
3228,4,9.2,0.0
3229,4,7.44,0.0
3230,4,5.49,0.0
3231,4,9.38,0.0
3232,4,6.23,0.0
3233,4,10.02,0.0
3234,4,9.24,0.0
3235,4,6.83,0.0
3236,4,9.59,0.0
3237,4,25.07,0.0
3238,4,8.2,0.0
3239,4,12.45,0.0
3240,4,6.78,0.0
3241,4,24.08,0.0
3242,4,18.36,0.0
3243,4,10.38,0.0
3244,4,7.88,0.0
3245,4,10.14,0.0
3246,4,16.99,0.0
3247,4,7.6,0.0
3248,4,6.5,0.0
3249,4,9.05,0.0
3250,4,7.78,0.0
3251,4,8.53,0.0
3252,4,8.86,0.0
3253,4,7.22,0.0
3254,4,21.99,0.0
3255,4,9.56,0.0
3256,4,6.72,0.0
3257,4,7.52,0.0
3258,4,7.23,0.0
3259,4,6.64,0.0
3260,4,21.1,0.0
3261,4,14.43,0.0
3262,4,6.18,0.0
3263,4,5.26,0.0
3264,4,4.78,0.0
3265,4,19.18,0.0
3266,4,12.06,0.0
3267,4,6.21,0.0
3268,4,12.44,0.0
3269,4,6.7,0.0
3270,4,11.76,0.0
3271,4,10.84,0.0
3272,4,4.85,0.0
3273,4,4.83,0.0
3274,4,12.58,0.0
3275,4,20.3,0.0
3276,4,11.46,0.0
3277,4,12.37,0.0
3278,4,15.99,0.0
3279,4,11.11,0.0
3280,4,6.64,1.0
3281,4,11.44,0.0
3282,4,6.33,0.0
3283,4,7.08,0.0
3284,4,5.88,0.0
3285,4,6.11,0.0
3286,4,5.61,0.0
3287,4,6.42,0.0
3288,4,16.44,0.0
