CustomerID,order_count,total_spend,avg_order_value,first_purchase,last_purchase,customer_lifespan,purchase_frequency
15539,41,538.46,13.13,2011-12-02 13:36:00,2011-12-02 13:36:00,1,1230.0
15540,15,213.3,14.22,2011-11-28 13:51:00,2011-11-28 13:51:00,1,450.0
15541,29,85.13,2.94,2011-08-17 14:58:00,2011-08-17 14:58:00,1,870.0
15543,28,127.86,4.57,2011-02-24 15:26:00,2011-02-24 15:26:00,1,840.0
15544,259,3546.71,13.69,2010-12-02 12:47:00,2011-11-30 16:43:00,363,21.4
15545,81,292.72,3.61,2010-12-03 17:28:00,2011-10-16 13:24:00,316,7.69
15547,702,4954.84,7.06,2010-12-12 13:26:00,2011-12-02 12:52:00,354,59.49
15549,115,1693.26,14.72,2011-01-27 15:38:00,2011-09-23 16:22:00,239,14.44
15550,61,575.63,9.44,2011-02-11 12:49:00,2011-12-05 15:38:00,297,6.16
15551,29,436.06,15.04,2011-11-03 12:37:00,2011-11-03 12:37:00,1,870.0
15552,17,90.12,5.3,2011-05-06 14:47:00,2011-05-06 14:47:00,1,510.0
15553,56,437.23,7.81,2011-10-10 14:02:00,2011-10-10 14:02:00,1,1680.0
15554,14,217.2,15.51,2011-03-07 09:00:00,2011-03-07 09:00:00,1,420.0
15555,899,4805.17,5.35,2010-12-05 14:45:00,2011-11-27 16:19:00,357,75.55
15556,31,279.77,9.02,2011-11-15 16:08:00,2011-11-15 16:08:00,1,930.0
15557,20,473.65,23.68,2011-11-11 12:46:00,2011-11-11 12:46:00,1,600.0
15561,27,800.59,29.65,2011-05-08 11:38:00,2011-11-28 11:07:00,203,3.99
15562,1,134.55,134.55,2010-12-23 09:55:00,2010-12-23 09:55:00,1,30.0
15563,113,1400.44,12.39,2010-12-16 11:27:00,2011-11-17 14:50:00,336,10.09
15565,8,173.16,21.65,2011-09-30 10:44:00,2011-10-20 14:33:00,20,12.0
15567,7,186.01,26.57,2011-11-21 10:48:00,2011-11-21 10:48:00,1,210.0
15568,53,758.29,14.31,2011-09-27 14:37:00,2011-12-07 11:27:00,70,22.71
15569,31,1375.71,44.38,2011-01-11 13:26:00,2011-08-28 10:15:00,228,4.08
15570,323,4165.52,12.9,2010-12-05 12:57:00,2011-12-02 14:47:00,362,26.77
15571,57,650.43,11.41,2011-09-22 13:15:00,2011-11-28 10:02:00,66,25.91
15572,215,2552.86,11.87,2011-03-06 14:44:00,2011-12-05 10:09:00,273,23.63
15573,104,607.45,5.84,2011-09-15 12:16:00,2011-11-08 11:38:00,53,58.87
15574,168,702.25,4.18,2010-12-02 15:46:00,2011-06-15 12:01:00,194,25.98
15576,45,940.67,20.9,2011-11-02 12:03:00,2011-11-02 12:03:00,1,1350.0
15577,39,258.88,6.64,2011-02-07 13:32:00,2011-07-11 17:03:00,154,7.6
15578,13,127.1,9.78,2011-06-30 13:03:00,2011-06-30 13:03:00,1,390.0
15579,51,348.6,6.84,2011-01-30 12:09:00,2011-10-02 12:45:00,245,6.24
15581,149,3679.97,24.7,2010-12-08 14:38:00,2011-08-11 09:38:00,245,18.24
15582,44,682.91,15.52,2011-05-03 13:36:00,2011-11-15 09:55:00,195,6.77
15584,123,725.11,5.9,2011-06-30 16:39:00,2011-11-16 10:55:00,138,26.74
15585,31,455.3,14.69,2011-06-16 08:38:00,2011-06-16 08:38:00,1,930.0
15587,9,913.68,101.52,2010-12-23 09:59:00,2011-10-20 13:37:00,301,0.9
15589,29,478.53,16.5,2011-02-02 10:46:00,2011-03-29 09:54:00,54,16.11
15592,24,388.58,16.19,2011-10-24 08:59:00,2011-10-24 08:59:00,1,720.0
15593,5,199.8,39.96,2011-09-30 11:46:00,2011-09-30 11:46:00,1,150.0
15594,103,1771.78,17.2,2011-04-19 10:08:00,2011-11-24 08:53:00,218,14.17
15596,77,1406.59,18.27,2010-12-09 16:10:00,2011-08-31 10:55:00,264,8.75
15597,22,324.57,14.75,2011-11-04 13:26:00,2011-11-04 13:26:00,1,660.0
15598,14,240.68,17.19,2011-10-17 16:04:00,2011-10-17 16:04:00,1,420.0
15599,52,761.74,14.65,2011-05-19 13:05:00,2011-11-13 11:44:00,177,8.81
15601,410,6776.56,16.53,2010-12-02 10:39:00,2011-11-28 15:15:00,361,34.07
15602,46,1297.87,28.21,2010-12-06 15:35:00,2011-12-01 14:14:00,359,3.84
15603,2,48.48,24.24,2011-09-22 10:04:00,2011-09-22 10:04:00,1,60.0
15604,17,216.39,12.73,2011-10-18 14:47:00,2011-10-18 14:47:00,1,510.0
15605,67,1198.23,17.88,2010-12-01 13:38:00,2011-11-03 14:17:00,337,5.96
15606,77,2920.16,37.92,2011-01-19 12:07:00,2011-10-09 15:47:00,263,8.78
15607,13,104.76,8.06,2011-01-07 12:44:00,2011-01-07 12:44:00,1,390.0
15608,60,1093.68,18.23,2011-08-11 09:56:00,2011-11-11 13:20:00,92,19.57
15609,16,298.48,18.66,2011-06-08 13:00:00,2011-06-08 13:00:00,1,480.0
15610,6,112.46,18.74,2011-10-19 10:36:00,2011-10-19 10:36:00,1,180.0
15611,43,1591.45,37.01,2011-01-09 11:32:00,2011-11-30 12:36:00,325,3.97
15612,6,195.15,32.52,2011-10-09 12:49:00,2011-11-03 14:52:00,25,7.2
15615,423,10399.74,24.59,2010-12-15 16:21:00,2011-11-29 14:42:00,348,36.47
15618,45,776.85,17.26,2011-07-26 10:13:00,2011-11-07 08:34:00,103,13.11
15619,3,336.4,112.13,2011-11-29 08:14:00,2011-11-29 08:14:00,1,90.0
15620,100,1553.18,15.53,2010-12-16 14:34:00,2011-10-14 12:41:00,301,9.97
15621,16,1293.03,80.81,2011-11-18 11:49:00,2011-12-05 14:01:00,17,28.24
15622,185,3709.56,20.05,2011-03-02 13:42:00,2011-10-27 16:44:00,239,23.22
15623,19,301.03,15.84,2011-07-21 17:26:00,2011-07-21 17:26:00,1,570.0
15624,34,588.13,17.3,2011-03-28 13:32:00,2011-08-15 11:38:00,139,7.34
15625,64,1534.26,23.97,2011-04-18 14:01:00,2011-08-28 10:21:00,131,14.66
15626,49,675.8,13.79,2011-01-14 10:10:00,2011-09-26 10:03:00,254,5.79
15628,155,2870.24,18.52,2010-12-08 09:51:00,2011-12-05 10:24:00,362,12.85
15630,60,1186.35,19.77,2011-05-19 10:16:00,2011-10-25 15:36:00,159,11.32
15632,167,3285.31,19.67,2011-03-10 08:29:00,2011-11-24 09:51:00,259,19.34
15634,15,243.55,16.24,2011-11-22 16:28:00,2011-11-22 16:28:00,1,450.0
15636,25,724.76,28.99,2011-03-02 14:50:00,2011-09-11 11:17:00,192,3.91
15637,15,223.36,14.89,2011-10-18 08:28:00,2011-10-18 08:28:00,1,450.0
15639,25,425.32,17.01,2011-07-28 14:30:00,2011-07-28 14:30:00,1,750.0
15640,484,12515.66,25.86,2010-12-02 15:40:00,2011-12-05 14:35:00,367,39.56
15641,119,1887.2,15.86,2010-12-15 14:45:00,2011-08-26 14:04:00,253,14.11
15643,33,664.0,20.12,2011-03-02 14:34:00,2011-06-01 07:38:00,90,11.0
15644,238,813.0,3.42,2011-03-23 15:37:00,2011-06-26 14:54:00,94,75.96
15645,52,612.01,11.77,2011-11-21 11:55:00,2011-11-21 11:55:00,1,1560.0
15646,35,447.64,12.79,2010-12-02 16:59:00,2011-07-05 09:53:00,214,4.91
15648,25,657.35,26.29,2011-03-17 18:59:00,2011-05-19 15:53:00,62,12.1
15649,2,816.0,408.0,2010-12-07 10:06:00,2011-01-07 13:34:00,31,1.94
15651,32,646.3,20.2,2011-03-24 08:56:00,2011-11-03 08:41:00,223,4.3
15652,21,337.74,16.08,2011-09-09 14:22:00,2011-09-09 14:22:00,1,630.0
15653,6,877.44,146.24,2011-08-16 09:50:00,2011-09-08 10:49:00,23,7.83
15654,21,922.53,43.93,2011-11-13 15:15:00,2011-11-30 13:08:00,16,39.38
15655,34,560.67,16.49,2011-04-10 15:25:00,2011-04-10 15:25:00,1,1020.0
15656,47,748.5,15.93,2011-02-28 15:32:00,2011-10-25 14:56:00,238,5.92
15657,1,30.0,30.0,2011-11-17 12:19:00,2011-11-17 12:19:00,1,30.0
15658,48,1024.1,21.34,2010-12-02 10:53:00,2011-06-02 15:22:00,182,7.91
15659,11,306.45,27.86,2011-10-27 09:23:00,2011-10-27 09:23:00,1,330.0
15660,90,1600.86,17.79,2010-12-09 09:49:00,2011-11-14 16:58:00,340,7.94
15661,5,309.8,61.96,2011-01-05 12:32:00,2011-01-26 13:56:00,21,7.14
15663,9,138.14,15.35,2011-08-25 15:50:00,2011-08-25 15:50:00,1,270.0
15664,17,386.43,22.73,2011-10-20 10:57:00,2011-10-20 10:57:00,1,510.0
15665,116,2242.01,19.33,2011-04-10 15:09:00,2011-06-24 14:57:00,74,47.03
15667,13,301.32,23.18,2011-10-31 10:56:00,2011-10-31 10:56:00,1,390.0
15668,1,76.32,76.32,2011-05-06 10:39:00,2011-05-06 10:39:00,1,30.0
15669,33,684.34,20.74,2011-03-21 09:13:00,2011-10-30 16:03:00,223,4.44
15670,12,173.05,14.42,2011-02-16 10:50:00,2011-02-16 10:50:00,1,360.0
15671,78,2657.13,34.07,2011-03-14 09:37:00,2011-11-21 12:43:00,252,9.29
15673,155,2881.02,18.59,2011-01-16 16:25:00,2011-09-12 16:12:00,238,19.54
15674,114,2446.6,21.46,2011-03-30 09:19:00,2011-09-27 15:17:00,181,18.9
15675,21,323.69,15.41,2011-03-04 14:21:00,2011-09-19 13:48:00,198,3.18
15676,202,3435.76,17.01,2011-03-01 10:19:00,2011-11-21 12:40:00,265,22.87
15677,33,657.23,19.92,2011-10-21 15:36:00,2011-10-21 15:36:00,1,990.0
15678,12,352.7,29.39,2011-10-18 09:25:00,2011-10-18 09:25:00,1,360.0
15679,110,781.28,7.1,2011-06-10 08:24:00,2011-11-15 16:19:00,158,20.89
15680,78,1333.68,17.1,2010-12-08 14:43:00,2011-11-30 13:46:00,356,6.57
15681,53,1426.16,26.91,2011-03-04 13:46:00,2011-11-14 16:30:00,255,6.24
15683,10,193.75,19.38,2011-08-14 12:56:00,2011-08-14 12:56:00,1,300.0
15687,166,2993.1,18.03,2011-01-13 15:13:00,2011-12-01 08:33:00,321,15.51
15689,9,254.1,28.23,2010-12-13 09:57:00,2011-08-12 09:37:00,241,1.12
15690,19,239.76,12.62,2011-08-31 11:40:00,2011-12-05 15:59:00,96,5.94
15691,2,136.8,68.4,2011-04-01 15:13:00,2011-04-01 15:13:00,1,60.0
15692,12,191.04,15.92,2011-11-11 14:12:00,2011-11-11 14:12:00,1,360.0
15694,78,6479.4,83.07,2010-12-02 07:49:00,2011-12-09 09:44:00,372,6.29
15695,22,409.98,18.64,2011-03-18 08:31:00,2011-03-18 08:32:00,1,660.0
15696,171,2736.46,16.0,2011-01-17 11:24:00,2011-11-06 14:02:00,293,17.51
15699,18,309.65,17.2,2011-11-22 08:26:00,2011-11-22 08:26:00,1,540.0
15700,86,696.68,8.1,2011-06-19 15:36:00,2011-06-20 16:53:00,1,2580.0
15701,237,1542.14,6.51,2011-08-21 12:36:00,2011-12-07 14:39:00,108,65.83
15703,5,211.5,42.3,2011-03-20 10:51:00,2011-03-20 10:51:00,1,150.0
15704,117,2293.62,19.6,2011-05-08 12:42:00,2011-07-22 13:35:00,75,46.8
15705,6,143.1,23.85,2011-05-22 15:37:00,2011-05-22 15:37:00,1,180.0
15706,55,1060.56,19.28,2011-08-15 14:32:00,2011-10-07 10:09:00,52,31.73
15707,214,945.58,4.42,2011-09-14 14:19:00,2011-11-04 14:35:00,51,125.88
15708,288,3364.24,11.68,2010-12-05 11:12:00,2011-10-30 10:54:00,328,26.34
15709,6,133.25,22.21,2011-03-01 10:38:00,2011-03-01 10:38:00,1,180.0
15712,53,1072.36,20.23,2011-02-25 11:32:00,2011-11-30 14:09:00,278,5.72
15713,19,356.7,18.77,2010-12-08 15:16:00,2011-07-19 13:34:00,222,2.57
15714,35,330.88,9.45,2011-09-23 11:25:00,2011-11-28 11:26:00,66,15.91
15716,118,1118.81,9.48,2010-12-05 12:26:00,2011-07-17 11:59:00,223,15.87
15717,7,150.3,21.47,2011-04-19 13:21:00,2011-04-19 13:21:00,1,210.0
15719,937,5045.61,5.38,2011-01-06 12:31:00,2011-11-07 12:29:00,304,92.47
15720,128,598.73,4.68,2011-11-15 14:48:00,2011-11-15 14:48:00,1,3840.0
15721,91,507.08,5.57,2011-11-28 12:14:00,2011-11-28 12:14:00,1,2730.0
15722,69,2222.56,32.21,2011-02-22 12:24:00,2011-11-04 11:43:00,254,8.15
15723,41,203.1,4.95,2010-12-10 11:12:00,2010-12-10 11:12:00,1,1230.0
15724,11,218.25,19.84,2011-02-28 10:40:00,2011-05-22 14:40:00,83,3.98
15725,32,415.25,12.98,2011-11-24 14:51:00,2011-11-24 14:51:00,1,960.0
15727,302,5178.96,17.15,2010-12-15 15:47:00,2011-11-23 12:36:00,342,26.49
15729,5,85.0,17.0,2011-05-11 12:36:00,2011-05-11 12:36:00,1,150.0
15730,70,1120.88,16.01,2011-05-17 12:43:00,2011-10-05 12:31:00,140,15.0
15732,14,294.12,21.01,2010-12-02 15:00:00,2011-05-11 14:24:00,159,2.64
15733,10,162.3,16.23,2011-03-02 09:05:00,2011-03-02 09:05:00,1,300.0
15734,26,1339.45,51.52,2011-05-23 14:59:00,2011-08-17 10:50:00,85,9.18
15737,72,1205.12,16.74,2011-04-11 10:01:00,2011-11-25 11:21:00,228,9.47
15738,173,4812.42,27.82,2010-12-02 12:50:00,2011-11-21 08:26:00,353,14.7
15739,8,449.12,56.14,2011-10-04 13:42:00,2011-10-04 13:42:00,1,240.0
15740,9,154.88,17.21,2011-10-21 14:29:00,2011-10-21 14:29:00,1,270.0
15743,88,784.46,8.91,2011-06-08 10:14:00,2011-11-23 17:19:00,168,15.71
15744,3,34.8,11.6,2011-09-23 09:52:00,2011-09-23 09:52:00,1,90.0
15745,62,1094.59,17.65,2011-04-17 13:04:00,2011-11-20 13:45:00,217,8.57
15746,28,196.88,7.03,2011-07-28 15:21:00,2011-07-28 15:21:00,1,840.0
15747,93,974.04,10.47,2011-06-20 11:30:00,2011-11-27 12:26:00,160,17.44
15748,21,149.31,7.11,2011-10-30 12:51:00,2011-10-30 12:51:00,1,630.0
15749,10,44534.3,4453.43,2011-01-11 12:55:00,2011-04-18 13:20:00,97,3.09
15750,293,2465.48,8.41,2010-12-08 10:36:00,2011-12-07 12:34:00,364,24.15
15752,411,2637.38,6.42,2010-12-02 09:43:00,2011-10-31 11:37:00,333,37.03
15753,1,79.2,79.2,2011-02-08 12:41:00,2011-02-08 12:41:00,1,30.0
15754,28,458.57,16.38,2011-04-07 12:24:00,2011-10-19 14:40:00,195,4.31
15755,141,2364.25,16.77,2011-02-18 11:53:00,2011-11-29 14:57:00,284,14.89
15756,192,532.96,2.78,2011-04-04 14:00:00,2011-10-09 13:30:00,187,30.8
15757,45,714.42,15.88,2011-05-06 11:40:00,2011-10-05 12:14:00,152,8.88
15758,9,205.25,22.81,2011-11-15 10:48:00,2011-11-15 10:48:00,1,270.0
15759,7,253.04,36.15,2010-12-16 15:29:00,2011-05-05 15:13:00,139,1.51
15762,37,583.75,15.78,2011-09-23 15:17:00,2011-10-05 16:15:00,12,92.5
15763,61,1086.92,17.82,2011-09-23 12:10:00,2011-11-08 09:44:00,45,40.67
15764,180,3279.97,18.22,2011-03-08 09:23:00,2011-09-12 17:58:00,188,28.72
15766,11,315.06,28.64,2011-10-06 17:03:00,2011-10-06 17:03:00,1,330.0
15768,27,621.83,23.03,2011-04-28 09:20:00,2011-08-16 10:48:00,110,7.36
15769,130,56252.72,432.71,2010-12-03 15:16:00,2011-12-02 13:52:00,363,10.74
15773,10,635.68,63.57,2011-12-04 12:48:00,2011-12-04 12:48:00,1,300.0
15774,25,270.8,10.83,2011-10-02 12:04:00,2011-10-02 12:04:00,1,750.0
15775,7,104.9,14.99,2011-04-08 12:56:00,2011-04-08 12:56:00,1,210.0
15776,18,241.62,13.42,2011-07-29 13:46:00,2011-07-29 13:46:00,1,540.0
15777,21,1047.11,49.86,2010-12-13 16:38:00,2011-04-12 16:43:00,120,5.25
15780,29,475.28,16.39,2010-12-17 11:43:00,2011-06-09 12:01:00,174,5.0
15781,20,345.46,17.27,2011-02-07 09:15:00,2011-11-14 14:57:00,280,2.14
15782,43,2614.74,60.81,2011-09-11 14:29:00,2011-11-30 10:49:00,79,16.33
15783,14,246.3,17.59,2011-11-29 09:50:00,2011-11-29 09:50:00,1,420.0
15785,83,2328.97,28.06,2011-02-17 14:17:00,2011-11-07 11:33:00,262,9.5
15786,267,4932.2,18.47,2011-08-17 13:33:00,2011-10-24 14:13:00,68,117.79
15787,206,948.05,4.6,2011-10-09 13:11:00,2011-11-13 14:55:00,35,176.57
15789,25,351.3,14.05,2010-12-16 14:35:00,2010-12-16 14:35:00,1,750.0
15790,35,220.85,6.31,2011-11-29 14:53:00,2011-11-29 14:53:00,1,1050.0
15791,75,1612.69,21.5,2011-05-19 15:15:00,2011-10-27 10:14:00,160,14.06
15793,12,965.61,80.47,2011-03-16 10:45:00,2011-11-25 09:31:00,253,1.42
15795,42,610.01,14.52,2011-07-13 10:43:00,2011-07-13 10:43:00,1,1260.0
15796,133,2711.56,20.39,2011-02-10 15:40:00,2011-12-08 19:55:00,301,13.26
15797,8,2207.4,275.92,2011-01-24 15:47:00,2011-08-18 17:04:00,206,1.17
15799,98,884.14,9.02,2011-01-09 15:13:00,2011-09-25 12:46:00,258,11.4
15800,119,699.08,5.87,2011-04-07 12:39:00,2011-08-24 14:23:00,139,25.68
15801,64,1063.95,16.62,2011-08-22 09:53:00,2011-10-24 13:52:00,63,30.48
15802,1,451.42,451.42,2011-07-20 11:38:00,2011-07-20 11:38:00,1,30.0
15803,8,415.82,51.98,2011-10-19 14:56:00,2011-10-19 14:56:00,1,240.0
15804,262,4206.39,16.05,2011-05-25 10:12:00,2011-12-09 12:31:00,198,39.7
15805,301,5528.48,18.37,2010-12-10 09:33:00,2011-11-16 16:32:00,341,26.48
15806,31,784.58,25.31,2011-03-08 09:24:00,2011-10-24 14:35:00,230,4.04
15807,48,903.9,18.83,2011-09-23 14:43:00,2011-10-20 14:10:00,26,55.38
15808,208,3734.97,17.96,2010-12-05 13:05:00,2011-02-06 14:33:00,63,99.05
15809,35,515.77,14.74,2011-02-10 11:16:00,2011-11-03 16:40:00,266,3.95
15810,89,1391.98,15.64,2011-02-16 09:11:00,2011-09-22 09:38:00,218,12.25
15811,133,2218.62,16.68,2010-12-09 15:29:00,2011-11-17 15:31:00,343,11.63
15812,41,1801.14,43.93,2011-01-26 12:12:00,2011-08-24 14:19:00,210,5.86
15813,40,1303.91,32.6,2011-04-14 09:09:00,2011-05-16 08:13:00,31,38.71
15814,72,1945.33,27.02,2011-10-20 09:04:00,2011-11-23 08:17:00,33,65.45
15815,49,2100.6,42.87,2011-03-25 08:43:00,2011-10-07 12:42:00,196,7.5
15819,123,1905.45,15.49,2011-03-08 09:45:00,2011-10-21 14:50:00,227,16.26
15820,17,206.98,12.18,2011-01-24 12:00:00,2011-01-24 12:00:00,1,510.0
15821,62,570.96,9.21,2011-10-09 13:28:00,2011-10-26 15:48:00,17,109.41
15822,33,885.47,26.83,2010-12-15 13:38:00,2011-12-06 14:50:00,356,2.78
15823,1,15.0,15.0,2010-12-02 15:08:00,2010-12-02 15:08:00,1,30.0
15825,20,532.94,26.65,2011-06-20 13:27:00,2011-06-20 13:27:00,1,600.0
15826,68,1654.31,24.33,2011-05-13 10:44:00,2011-10-14 16:05:00,154,13.25
15827,115,1836.09,15.97,2010-12-02 13:06:00,2011-09-27 15:35:00,299,11.54
15829,51,636.14,12.47,2011-07-22 10:23:00,2011-09-01 16:45:00,41,37.32
15830,39,576.0,14.77,2011-11-02 10:40:00,2011-11-02 10:40:00,1,1170.0
15831,68,801.76,11.79,2011-01-19 14:52:00,2011-10-12 13:14:00,265,7.7
15832,54,836.79,15.5,2011-03-30 15:29:00,2011-03-30 15:29:00,1,1620.0
15834,273,2233.75,8.18,2011-03-07 17:52:00,2011-09-30 14:41:00,206,39.76
15835,50,954.09,19.08,2011-01-13 10:35:00,2011-10-26 15:47:00,286,5.24
15836,10,137.37,13.74,2011-10-20 17:13:00,2011-10-20 17:13:00,1,300.0
15837,24,391.98,16.33,2011-10-06 09:01:00,2011-10-06 09:01:00,1,720.0
15838,167,33643.08,201.46,2010-12-07 11:26:00,2011-11-28 14:00:00,356,14.07
15839,62,1048.49,16.91,2011-07-14 16:35:00,2011-11-06 13:54:00,114,16.32
15840,27,355.56,13.17,2011-06-20 11:42:00,2011-10-12 09:08:00,113,7.17
15841,47,1224.06,26.04,2011-01-05 11:25:00,2011-09-28 12:15:00,266,5.3
15843,8,118.95,14.87,2011-02-09 10:19:00,2011-02-09 10:19:00,1,240.0
15844,11,130.74,11.89,2011-10-24 15:19:00,2011-10-24 15:19:00,1,330.0
15845,138,3711.77,26.9,2011-01-06 17:19:00,2011-11-22 09:42:00,319,12.98
15847,22,389.27,17.69,2011-02-24 16:46:00,2011-11-01 14:41:00,249,2.65
15850,97,238.85,2.46,2011-06-24 14:16:00,2011-11-20 14:14:00,148,19.66
15852,22,160.71,7.31,2011-05-26 13:26:00,2011-06-06 11:22:00,10,66.0
15853,30,110.8,3.69,2011-10-19 10:38:00,2011-10-19 10:38:00,1,900.0
15854,140,2974.65,21.25,2010-12-13 11:47:00,2011-12-05 13:39:00,357,11.76
15855,80,712.24,8.9,2011-03-21 12:32:00,2011-07-26 10:20:00,126,19.05
15856,645,16387.57,25.41,2010-12-09 13:34:00,2011-12-05 17:09:00,361,53.6
15857,14,297.0,21.21,2011-11-21 12:18:00,2011-11-21 12:18:00,1,420.0
15858,191,1438.85,7.53,2010-12-07 14:31:00,2011-11-24 12:48:00,351,16.32
15860,142,977.21,6.88,2010-12-06 11:38:00,2011-10-30 11:25:00,327,13.03
15861,546,3165.36,5.8,2011-03-17 20:12:00,2011-11-27 15:59:00,254,64.49
15862,147,832.88,5.67,2010-12-01 11:21:00,2011-12-01 13:28:00,365,12.08
15863,18,68.84,3.82,2011-05-31 11:36:00,2011-11-14 12:49:00,167,3.23
15864,20,1936.32,96.82,2011-01-27 16:43:00,2011-11-17 13:32:00,293,2.05
15865,40,895.13,22.38,2011-05-10 11:44:00,2011-10-30 12:43:00,173,6.94
15866,45,230.53,5.12,2011-08-30 14:09:00,2011-08-30 14:09:00,1,1350.0
15867,461,3812.64,8.27,2010-12-05 14:17:00,2011-12-04 13:32:00,363,38.1
15869,15,149.64,9.98,2011-03-07 17:19:00,2011-03-07 17:23:00,1,450.0
15870,76,354.09,4.66,2011-11-07 10:58:00,2011-11-07 10:58:00,1,2280.0
15872,128,360.93,2.82,2011-11-25 11:54:00,2011-11-25 11:55:00,1,3840.0
15874,120,4405.88,36.72,2011-02-28 13:28:00,2011-10-07 12:31:00,220,16.36
15877,129,493.28,3.82,2011-11-22 11:18:00,2011-12-08 11:53:00,16,241.88
15880,105,343.28,3.27,2010-12-05 13:00:00,2010-12-05 13:00:00,1,3150.0
15881,29,501.39,17.29,2010-12-10 13:32:00,2011-01-31 16:59:00,52,16.73
15882,23,516.36,22.45,2010-12-06 13:01:00,2011-05-25 11:35:00,169,4.08
15883,49,396.48,8.09,2011-11-06 14:50:00,2011-12-07 17:05:00,31,47.42
15885,18,379.35,21.08,2011-02-03 15:28:00,2011-09-08 10:43:00,216,2.5
15886,12,181.09,15.09,2011-10-10 14:25:00,2011-10-10 14:25:00,1,360.0
15888,12,168.31,14.03,2011-09-20 12:30:00,2011-09-20 12:30:00,1,360.0
15889,93,446.87,4.81,2010-12-05 15:12:00,2011-07-06 11:10:00,212,13.16
15891,62,524.52,8.46,2011-04-27 12:35:00,2011-04-27 12:35:00,1,1860.0
15894,41,263.55,6.43,2010-12-05 14:06:00,2011-03-31 13:50:00,115,10.7
15895,11,179.17,16.29,2011-07-13 10:27:00,2011-07-13 10:27:00,1,330.0
15897,24,222.05,9.25,2011-05-29 13:32:00,2011-05-29 13:50:00,1,720.0
15898,86,1388.88,16.15,2010-12-06 11:01:00,2011-12-08 15:23:00,367,7.03
15899,4,56.25,14.06,2010-12-06 10:36:00,2010-12-06 10:36:00,1,120.0
15900,51,351.11,6.88,2011-11-16 12:19:00,2011-11-16 12:19:00,1,1530.0
15901,116,363.88,3.14,2011-07-08 12:18:00,2011-11-23 12:43:00,138,25.22
15903,74,5126.76,69.28,2011-02-17 14:04:00,2011-11-30 08:08:00,285,7.79
15904,30,164.68,5.49,2011-12-01 14:50:00,2011-12-01 14:50:00,1,900.0
15906,150,1567.69,10.45,2011-03-29 13:28:00,2011-11-20 12:24:00,235,19.15
15907,249,967.45,3.89,2011-05-13 13:01:00,2011-12-06 12:21:00,206,36.26
15909,7,191.94,27.42,2011-06-19 10:38:00,2011-06-19 10:38:00,1,210.0
15910,267,1232.18,4.61,2011-01-27 11:55:00,2011-12-09 10:51:00,315,25.43
15912,19,264.62,13.93,2011-04-20 17:10:00,2011-06-14 14:29:00,54,10.56
15916,155,1528.09,9.86,2010-12-08 13:07:00,2011-11-23 13:46:00,350,13.29
15917,12,123.1,10.26,2011-04-06 10:40:00,2011-04-06 10:40:00,1,360.0
15918,40,334.23,8.36,2011-03-13 15:55:00,2011-06-02 11:42:00,80,15.0
15919,143,639.89,4.47,2010-12-06 11:26:00,2011-11-20 11:28:00,349,12.29
15920,60,167.5,2.79,2011-07-08 15:16:00,2011-07-08 15:31:00,1,1800.0
15921,25,336.03,13.44,2011-06-20 11:03:00,2011-06-20 11:03:00,1,750.0
15922,11,369.5,33.59,2010-12-01 13:51:00,2010-12-01 13:51:00,1,330.0
15923,21,127.08,6.05,2010-12-02 12:16:00,2010-12-02 12:16:00,1,630.0
15925,12,207.15,17.26,2011-05-29 15:35:00,2011-05-29 15:35:00,1,360.0
15930,21,426.63,20.32,2011-10-03 14:52:00,2011-10-03 14:52:00,1,630.0
15932,115,2495.87,21.7,2011-02-23 14:50:00,2011-12-05 17:13:00,285,12.11
15933,74,1107.46,14.97,2011-09-14 12:05:00,2011-11-18 13:14:00,65,34.15
15935,12,416.86,34.74,2011-04-12 09:35:00,2011-04-14 13:27:00,2,180.0
15937,7,145.35,20.76,2011-10-06 15:48:00,2011-10-06 15:48:00,1,210.0
15938,18,404.58,22.48,2011-01-20 10:11:00,2011-08-19 12:56:00,211,2.56
15939,76,6115.01,80.46,2011-01-12 12:43:00,2011-09-11 11:30:00,241,9.46
15940,1,35.8,35.8,2011-02-01 16:18:00,2011-02-01 16:18:00,1,30.0
15942,14,337.44,24.1,2011-07-29 09:01:00,2011-07-29 09:01:00,1,420.0
15944,6,325.1,54.18,2011-03-08 10:33:00,2011-03-08 10:33:00,1,180.0
15945,2,181.0,90.5,2010-12-09 13:14:00,2010-12-09 13:14:00,1,60.0
15947,29,1708.24,58.9,2011-09-18 10:46:00,2011-09-18 10:46:00,1,870.0
15948,60,955.24,15.92,2011-10-27 08:35:00,2011-12-01 15:32:00,35,51.43
15949,19,364.72,19.2,2011-09-29 17:34:00,2011-11-23 09:09:00,54,10.56
15950,98,1765.51,18.02,2010-12-15 11:56:00,2011-11-08 11:09:00,327,8.99
15951,41,708.22,17.27,2011-02-27 11:57:00,2011-12-01 08:34:00,276,4.46
15952,91,806.57,8.86,2011-04-28 12:55:00,2011-11-06 11:18:00,191,14.29
15953,98,1659.38,16.93,2010-12-05 15:15:00,2011-11-24 15:32:00,354,8.31
15955,183,4416.26,24.13,2010-12-02 11:22:00,2011-11-15 14:15:00,348,15.78
15957,42,428.89,10.21,2011-11-08 12:14:00,2011-11-08 12:14:00,1,1260.0
15958,7,104.35,14.91,2011-09-26 13:41:00,2011-09-26 13:41:00,1,210.0
