CustomerID,order_count,total_spend,avg_order_value,first_purchase,last_purchase,customer_lifespan,purchase_frequency,Segment,total_spend_mean,total_spend_count,purchase_frequency_mean,customer_lifespan_mean,Segment_Label
15114,197,2760.56,14.01,2011-02-11 08:45:00,2011-11-09 15:05:00,271,21.81,0,3180.78,1865,16.36,267.89,High Value Irregular
15115,21,340.11,16.2,2011-11-21 14:59:00,2011-11-21 14:59:00,1,630.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15116,45,1352.75,30.06,2011-05-19 08:50:00,2011-11-22 12:25:00,187,7.22,0,3180.78,1865,16.36,267.89,High Value Irregular
15117,79,1551.78,19.64,2011-05-08 12:38:00,2011-11-25 08:12:00,200,11.85,0,3180.78,1865,16.36,267.89,High Value Irregular
15118,1,244.8,244.8,2011-07-28 14:54:00,2011-07-28 14:54:00,1,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15119,14,266.4,19.03,2011-04-08 09:08:00,2011-04-08 09:08:00,1,420.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15120,21,358.82,17.09,2011-07-29 09:48:00,2011-07-29 09:48:00,1,630.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15121,28,457.72,16.35,2011-02-24 12:41:00,2011-10-20 14:51:00,238,3.53,0,3180.78,1865,16.36,267.89,High Value Irregular
15122,82,1633.78,19.92,2011-02-15 09:59:00,2011-08-17 16:48:00,183,13.44,0,3180.78,1865,16.36,267.89,High Value Irregular
15123,106,2199.31,20.75,2011-05-17 14:57:00,2011-12-02 13:12:00,198,16.06,0,3180.78,1865,16.36,267.89,High Value Irregular
15124,15,184.19,12.28,2011-06-01 09:06:00,2011-11-17 10:09:00,169,2.66,0,3180.78,1865,16.36,267.89,High Value Irregular
15125,127,11528.48,90.78,2011-03-14 09:59:00,2011-11-14 13:57:00,245,15.55,0,3180.78,1865,16.36,267.89,High Value Irregular
15127,16,406.53,25.41,2011-10-05 10:30:00,2011-10-05 10:30:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15128,102,1471.0,14.42,2011-05-04 12:32:00,2011-10-10 13:54:00,159,19.25,0,3180.78,1865,16.36,267.89,High Value Irregular
15129,84,3447.4,41.04,2011-02-21 09:09:00,2011-10-20 14:40:00,241,10.46,0,3180.78,1865,16.36,267.89,High Value Irregular
15130,22,330.11,15.0,2011-06-23 10:15:00,2011-06-23 10:15:00,1,660.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15132,52,977.93,18.81,2011-03-22 12:02:00,2011-11-21 17:10:00,244,6.39,0,3180.78,1865,16.36,267.89,High Value Irregular
15133,29,982.42,33.88,2011-02-11 10:38:00,2011-08-04 10:44:00,174,5.0,0,3180.78,1865,16.36,267.89,High Value Irregular
15134,73,1387.99,19.01,2011-04-13 11:05:00,2011-11-25 08:55:00,225,9.73,0,3180.78,1865,16.36,267.89,High Value Irregular
15135,9,139.05,15.45,2011-04-14 19:16:00,2011-04-14 19:16:00,1,270.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15136,68,1286.7,18.92,2011-09-04 16:05:00,2011-12-07 12:26:00,93,21.94,1,610.78,2179,273.52,29.71,Low Value Irregular
15139,13,178.96,13.77,2011-01-07 12:44:00,2011-04-14 11:39:00,96,4.06,1,610.78,2179,273.52,29.71,Low Value Irregular
15140,80,2354.25,29.43,2011-03-20 14:37:00,2011-10-18 14:07:00,211,11.37,0,3180.78,1865,16.36,267.89,High Value Irregular
15142,26,498.74,19.18,2011-10-24 12:51:00,2011-10-24 12:51:00,1,780.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15143,14,259.45,18.53,2011-04-28 12:03:00,2011-04-28 12:03:00,1,420.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15144,217,6580.44,30.32,2011-01-31 13:17:00,2011-12-01 15:12:00,304,21.41,0,3180.78,1865,16.36,267.89,High Value Irregular
15145,67,1194.73,17.83,2011-04-05 15:20:00,2011-12-05 17:21:00,244,8.24,0,3180.78,1865,16.36,267.89,High Value Irregular
15146,91,1327.16,14.58,2011-02-21 13:07:00,2011-06-28 12:09:00,126,21.67,1,610.78,2179,273.52,29.71,Low Value Irregular
15147,28,623.5,22.27,2011-04-13 15:57:00,2011-04-13 15:57:00,1,840.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15148,20,301.29,15.06,2011-11-29 08:21:00,2011-11-29 08:21:00,1,600.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15149,23,520.8,22.64,2011-07-29 10:58:00,2011-07-29 10:58:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15150,343,5314.47,15.49,2011-03-15 14:21:00,2011-11-22 12:52:00,251,41.0,0,3180.78,1865,16.36,267.89,High Value Irregular
15152,271,4745.69,17.51,2011-06-05 15:36:00,2011-11-30 12:32:00,177,45.93,0,3180.78,1865,16.36,267.89,High Value Irregular
15153,22,329.25,14.97,2011-11-08 17:09:00,2011-11-08 17:09:00,1,660.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15154,85,296.42,3.49,2011-09-25 16:05:00,2011-09-25 16:05:00,1,2550.0,2,938.09,286,1936.3,1.37,Low Value Regular
15156,55,961.49,17.48,2011-11-06 12:41:00,2011-12-08 18:22:00,32,51.56,1,610.78,2179,273.52,29.71,Low Value Irregular
15157,125,1936.07,15.49,2010-12-16 13:44:00,2011-12-06 11:28:00,354,10.59,0,3180.78,1865,16.36,267.89,High Value Irregular
15158,7,401.4,57.34,2011-10-25 13:53:00,2011-10-25 13:53:00,1,210.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15159,710,18641.01,26.25,2010-12-13 15:44:00,2011-12-08 12:05:00,359,59.33,0,3180.78,1865,16.36,267.89,High Value Irregular
15160,4,158.16,39.54,2010-12-17 14:15:00,2010-12-17 14:15:00,1,120.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15163,29,304.47,10.5,2011-05-31 15:22:00,2011-11-21 13:10:00,173,5.03,0,3180.78,1865,16.36,267.89,High Value Irregular
15164,103,843.05,8.18,2011-01-04 14:21:00,2011-10-02 12:05:00,270,11.44,0,3180.78,1865,16.36,267.89,High Value Irregular
15165,27,487.75,18.06,2010-12-01 14:03:00,2010-12-01 14:03:00,1,810.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15167,41,163.0,3.98,2011-01-23 12:41:00,2011-01-23 12:41:00,1,1230.0,2,938.09,286,1936.3,1.37,Low Value Regular
15168,5,106.56,21.31,2011-11-14 11:26:00,2011-11-14 11:26:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15171,5,1289.5,257.9,2011-01-12 15:36:00,2011-01-12 15:36:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15172,110,1624.05,14.76,2011-04-17 11:56:00,2011-12-01 11:51:00,227,14.54,0,3180.78,1865,16.36,267.89,High Value Irregular
15174,11,135.75,12.34,2011-01-21 09:06:00,2011-01-21 09:06:00,1,330.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15175,23,224.14,9.75,2011-09-29 11:31:00,2011-09-29 11:31:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15178,3,40.5,13.5,2011-03-24 15:12:00,2011-03-24 15:12:00,1,90.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15179,93,2206.95,23.73,2011-01-24 13:48:00,2011-11-21 12:53:00,300,9.3,0,3180.78,1865,16.36,267.89,High Value Irregular
15180,6,87.5,14.58,2010-12-07 14:57:00,2010-12-07 14:57:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15181,16,689.48,43.09,2011-03-15 12:03:00,2011-10-04 13:58:00,203,2.36,0,3180.78,1865,16.36,267.89,High Value Irregular
15182,29,622.85,21.48,2011-03-16 12:42:00,2011-07-08 13:37:00,114,7.63,1,610.78,2179,273.52,29.71,Low Value Irregular
15184,63,406.76,6.46,2011-06-02 12:06:00,2011-11-10 13:41:00,161,11.74,0,3180.78,1865,16.36,267.89,High Value Irregular
15185,21,310.62,14.79,2011-09-30 14:06:00,2011-09-30 14:06:00,1,630.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15186,19,411.41,21.65,2011-06-24 14:54:00,2011-11-25 14:58:00,154,3.7,0,3180.78,1865,16.36,267.89,High Value Irregular
15187,91,4777.18,52.5,2011-05-11 13:49:00,2011-12-08 11:56:00,210,13.0,0,3180.78,1865,16.36,267.89,High Value Irregular
15189,212,16225.39,76.53,2011-01-11 12:29:00,2011-12-08 13:22:00,331,19.21,0,3180.78,1865,16.36,267.89,High Value Irregular
15192,51,1044.32,20.48,2010-12-09 14:56:00,2011-08-12 11:41:00,245,6.24,0,3180.78,1865,16.36,267.89,High Value Irregular
15193,19,499.32,26.28,2011-10-10 08:23:00,2011-10-10 08:23:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15194,310,7616.53,24.57,2010-12-06 15:00:00,2011-12-06 15:10:00,365,25.48,0,3180.78,1865,16.36,267.89,High Value Irregular
15195,1,3861.0,3861.0,2011-12-07 12:20:00,2011-12-07 12:20:00,1,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15197,32,1079.61,33.74,2010-12-16 18:01:00,2011-11-29 10:00:00,347,2.77,0,3180.78,1865,16.36,267.89,High Value Irregular
15198,10,193.64,19.36,2011-08-07 15:16:00,2011-09-08 14:42:00,31,9.68,1,610.78,2179,273.52,29.71,Low Value Irregular
15199,13,1268.7,97.59,2011-02-04 14:04:00,2011-10-11 15:12:00,249,1.57,0,3180.78,1865,16.36,267.89,High Value Irregular
15201,69,1236.54,17.92,2011-04-06 14:02:00,2011-09-13 14:53:00,160,12.94,0,3180.78,1865,16.36,267.89,High Value Irregular
15203,142,1827.8,12.87,2011-02-01 12:29:00,2011-11-14 08:16:00,285,14.95,0,3180.78,1865,16.36,267.89,High Value Irregular
15204,9,316.58,35.18,2010-12-17 13:49:00,2010-12-17 13:49:00,1,270.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15205,37,653.24,17.66,2011-08-04 16:07:00,2011-09-15 19:36:00,42,26.43,1,610.78,2179,273.52,29.71,Low Value Irregular
15206,9,420.3,46.7,2011-03-09 08:59:00,2011-11-29 13:41:00,265,1.02,0,3180.78,1865,16.36,267.89,High Value Irregular
15208,42,870.12,20.72,2010-12-21 13:03:00,2011-12-08 17:24:00,352,3.58,0,3180.78,1865,16.36,267.89,High Value Irregular
15210,20,331.18,16.56,2011-04-28 16:11:00,2011-04-28 16:11:00,1,600.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15211,52,894.41,17.2,2010-12-09 16:08:00,2011-10-10 13:31:00,304,5.13,0,3180.78,1865,16.36,267.89,High Value Irregular
15212,5,101.8,20.36,2011-04-12 13:45:00,2011-04-12 13:45:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15213,24,328.35,13.68,2011-01-14 11:05:00,2011-01-25 12:21:00,11,65.45,1,610.78,2179,273.52,29.71,Low Value Irregular
15214,110,1661.44,15.1,2011-04-11 09:46:00,2011-12-08 12:07:00,241,13.69,0,3180.78,1865,16.36,267.89,High Value Irregular
15215,35,734.94,21.0,2011-09-04 12:24:00,2011-10-24 11:41:00,49,21.43,1,610.78,2179,273.52,29.71,Low Value Irregular
15216,2,96.6,48.3,2011-09-13 11:41:00,2011-09-13 11:41:00,1,60.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15218,166,5756.89,34.68,2011-01-25 11:20:00,2011-11-29 11:48:00,308,16.17,0,3180.78,1865,16.36,267.89,High Value Irregular
15219,9,305.75,33.97,2011-06-16 16:57:00,2011-06-16 16:57:00,1,270.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15220,117,1778.96,15.2,2011-03-04 10:24:00,2011-10-19 12:39:00,229,15.33,0,3180.78,1865,16.36,267.89,High Value Irregular
15221,5,403.25,80.65,2010-12-08 13:08:00,2010-12-08 13:08:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15222,5,585.0,117.0,2011-01-25 08:03:00,2011-01-25 08:03:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15223,20,755.75,37.79,2011-04-04 12:17:00,2011-04-28 11:31:00,23,26.09,1,610.78,2179,273.52,29.71,Low Value Irregular
15224,14,322.08,23.01,2010-12-12 12:34:00,2010-12-16 15:02:00,4,105.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15225,23,409.4,17.8,2011-04-19 14:51:00,2011-04-19 14:51:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15226,8,154.41,19.3,2011-02-02 11:41:00,2011-02-02 11:41:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15227,58,1219.4,21.02,2011-01-26 15:31:00,2011-11-03 11:59:00,280,6.21,0,3180.78,1865,16.36,267.89,High Value Irregular
15228,125,3386.71,27.09,2011-02-18 09:04:00,2011-10-04 13:56:00,228,16.45,0,3180.78,1865,16.36,267.89,High Value Irregular
15230,23,429.6,18.68,2011-04-13 11:04:00,2011-04-14 14:39:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15232,31,612.06,19.74,2011-07-22 12:21:00,2011-08-18 16:27:00,27,34.44,1,610.78,2179,273.52,29.71,Low Value Irregular
15234,14,197.0,14.07,2011-03-08 08:53:00,2011-03-08 08:53:00,1,420.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15235,143,2247.51,15.72,2010-12-01 17:22:00,2011-05-06 09:44:00,155,27.68,0,3180.78,1865,16.36,267.89,High Value Irregular
15236,15,321.05,21.4,2011-02-14 10:52:00,2011-02-14 10:52:00,1,450.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15237,99,1412.32,14.27,2011-04-26 15:04:00,2011-12-08 09:46:00,225,13.2,0,3180.78,1865,16.36,267.89,High Value Irregular
15238,50,1071.99,21.44,2011-06-08 16:00:00,2011-11-10 14:28:00,154,9.74,0,3180.78,1865,16.36,267.89,High Value Irregular
15239,49,780.59,15.93,2011-09-22 09:53:00,2011-11-29 14:14:00,68,21.62,1,610.78,2179,273.52,29.71,Low Value Irregular
15240,78,1706.57,21.88,2011-02-01 08:23:00,2011-10-26 09:50:00,267,8.76,0,3180.78,1865,16.36,267.89,High Value Irregular
15241,110,1756.44,15.97,2011-03-01 11:02:00,2011-10-04 09:05:00,216,15.28,0,3180.78,1865,16.36,267.89,High Value Irregular
15243,22,316.68,14.39,2011-09-26 14:12:00,2011-09-26 14:12:00,1,660.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15244,34,631.57,18.58,2011-04-05 15:12:00,2011-10-05 13:19:00,182,5.6,0,3180.78,1865,16.36,267.89,High Value Irregular
15245,89,2515.84,28.27,2011-03-23 13:42:00,2011-07-28 18:56:00,127,21.02,1,610.78,2179,273.52,29.71,Low Value Irregular
15246,33,514.15,15.58,2010-12-16 09:46:00,2011-04-15 14:45:00,120,8.25,1,610.78,2179,273.52,29.71,Low Value Irregular
15247,6,356.0,59.33,2011-08-09 12:52:00,2011-08-09 12:52:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15249,350,6688.46,19.11,2011-03-28 12:49:00,2011-11-08 11:45:00,224,46.88,0,3180.78,1865,16.36,267.89,High Value Irregular
15251,111,10484.99,94.46,2011-04-12 10:38:00,2011-11-30 15:02:00,232,14.35,0,3180.78,1865,16.36,267.89,High Value Irregular
15252,44,740.78,16.84,2011-06-09 14:15:00,2011-11-03 13:30:00,146,9.04,0,3180.78,1865,16.36,267.89,High Value Irregular
15253,53,918.2,17.32,2011-06-23 12:19:00,2011-11-23 16:22:00,153,10.39,0,3180.78,1865,16.36,267.89,High Value Irregular
15254,18,300.36,16.69,2011-08-04 15:04:00,2011-08-04 15:04:00,1,540.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15255,47,890.85,18.95,2011-10-04 12:43:00,2011-10-04 12:43:00,1,1410.0,2,938.09,286,1936.3,1.37,Low Value Regular
15256,6,98.45,16.41,2011-07-14 11:47:00,2011-07-14 11:47:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15257,7,317.15,45.31,2011-03-01 12:58:00,2011-03-01 12:58:00,1,210.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15258,34,623.16,18.33,2011-05-06 14:16:00,2011-06-24 12:30:00,48,21.25,1,610.78,2179,273.52,29.71,Low Value Irregular
15260,77,1810.77,23.52,2010-12-02 12:09:00,2011-08-31 13:55:00,272,8.49,0,3180.78,1865,16.36,267.89,High Value Irregular
15261,19,254.82,13.41,2011-07-27 15:20:00,2011-07-27 15:20:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15262,10,178.95,17.9,2011-01-20 12:16:00,2011-01-20 12:16:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15263,12,156.51,13.04,2011-08-25 10:26:00,2011-08-25 10:26:00,1,360.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15264,23,393.74,17.12,2011-10-06 13:49:00,2011-10-06 13:49:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15265,82,1506.12,18.37,2011-04-18 12:16:00,2011-07-11 14:46:00,84,29.29,1,610.78,2179,273.52,29.71,Low Value Irregular
15266,6,119.3,19.88,2011-01-05 13:40:00,2011-01-05 13:40:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15267,11,1717.36,156.12,2011-06-10 10:24:00,2011-11-17 15:59:00,160,2.06,0,3180.78,1865,16.36,267.89,High Value Irregular
15269,2,408.8,204.4,2011-11-16 09:32:00,2011-11-16 09:32:00,1,60.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15270,41,2379.49,58.04,2011-02-02 13:25:00,2011-11-24 09:24:00,294,4.18,0,3180.78,1865,16.36,267.89,High Value Irregular
15271,274,2507.07,9.15,2010-12-09 13:47:00,2011-12-02 14:11:00,358,22.96,0,3180.78,1865,16.36,267.89,High Value Irregular
15272,63,721.94,11.46,2011-09-14 16:36:00,2011-10-13 12:59:00,28,67.5,1,610.78,2179,273.52,29.71,Low Value Irregular
15274,47,716.57,15.25,2011-11-21 14:17:00,2011-12-05 16:57:00,14,100.71,1,610.78,2179,273.52,29.71,Low Value Irregular
15275,41,615.14,15.0,2011-11-02 11:20:00,2011-11-02 11:20:00,1,1230.0,2,938.09,286,1936.3,1.37,Low Value Regular
15276,52,135.31,2.6,2011-10-04 16:39:00,2011-10-04 16:39:00,1,1560.0,2,938.09,286,1936.3,1.37,Low Value Regular
15277,12,255.9,21.32,2011-10-24 10:08:00,2011-10-24 10:08:00,1,360.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15279,19,290.51,15.29,2010-12-20 10:48:00,2010-12-20 10:48:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15280,16,113.12,7.07,2011-06-20 17:14:00,2011-06-20 17:14:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15281,139,2332.15,16.78,2011-01-10 15:51:00,2011-10-12 09:10:00,274,15.22,0,3180.78,1865,16.36,267.89,High Value Irregular
15286,3,240.55,80.18,2011-10-21 11:08:00,2011-10-21 11:08:00,1,90.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15287,20,486.69,24.33,2011-09-30 12:30:00,2011-11-17 15:34:00,48,12.5,1,610.78,2179,273.52,29.71,Low Value Irregular
15288,88,2306.52,26.21,2010-12-09 13:59:00,2011-10-27 16:58:00,322,8.2,0,3180.78,1865,16.36,267.89,High Value Irregular
15289,58,939.78,16.2,2011-04-04 12:44:00,2011-11-10 13:49:00,220,7.91,0,3180.78,1865,16.36,267.89,High Value Irregular
15290,204,7943.22,38.94,2010-12-15 16:03:00,2011-12-05 11:39:00,354,17.29,0,3180.78,1865,16.36,267.89,High Value Irregular
15291,103,4668.3,45.32,2010-12-01 09:32:00,2011-11-14 11:02:00,348,8.88,0,3180.78,1865,16.36,267.89,High Value Irregular
15292,25,180.94,7.24,2011-05-22 15:00:00,2011-05-22 15:00:00,1,750.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15296,194,3672.86,18.93,2011-01-17 11:57:00,2011-10-20 11:47:00,275,21.16,0,3180.78,1865,16.36,267.89,High Value Irregular
15297,39,641.94,16.46,2011-10-07 09:42:00,2011-11-29 16:32:00,53,22.08,1,610.78,2179,273.52,29.71,Low Value Irregular
15298,192,4799.9,25.0,2010-12-08 13:55:00,2011-12-07 17:17:00,364,15.82,0,3180.78,1865,16.36,267.89,High Value Irregular
15299,7,4507.01,643.86,2010-12-02 16:48:00,2011-10-03 14:19:00,304,0.69,0,3180.78,1865,16.36,267.89,High Value Irregular
15300,28,496.44,17.73,2011-10-06 17:08:00,2011-10-06 17:08:00,1,840.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15301,243,5070.35,20.87,2010-12-06 12:21:00,2011-10-20 09:57:00,317,23.0,0,3180.78,1865,16.36,267.89,High Value Irregular
15303,31,574.02,18.52,2011-02-22 13:59:00,2011-02-22 13:59:00,1,930.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15304,23,694.4,30.19,2010-12-06 11:42:00,2011-10-10 10:23:00,307,2.25,0,3180.78,1865,16.36,267.89,High Value Irregular
15306,58,1174.35,20.25,2011-07-14 15:22:00,2011-10-06 12:56:00,83,20.96,1,610.78,2179,273.52,29.71,Low Value Irregular
15307,12,205.3,17.11,2011-09-05 11:38:00,2011-09-05 11:38:00,1,360.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15308,19,310.47,16.34,2011-03-10 13:08:00,2011-03-10 13:08:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15311,2379,60767.9,25.54,2010-12-01 09:41:00,2011-12-09 12:00:00,373,191.34,0,3180.78,1865,16.36,267.89,High Value Irregular
15312,47,924.85,19.68,2010-12-20 12:51:00,2011-09-25 13:10:00,279,5.05,0,3180.78,1865,16.36,267.89,High Value Irregular
15313,1,52.0,52.0,2011-08-21 16:02:00,2011-08-21 16:02:00,1,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15314,24,327.97,13.67,2011-05-24 14:39:00,2011-05-24 14:39:00,1,720.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15315,37,570.5,15.42,2011-08-15 15:17:00,2011-10-06 12:51:00,51,21.76,1,610.78,2179,273.52,29.71,Low Value Irregular
15316,1,165.0,165.0,2011-01-17 11:34:00,2011-01-17 11:34:00,1,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15318,33,312.62,9.47,2011-12-06 11:30:00,2011-12-06 11:30:00,1,990.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15319,16,204.5,12.78,2011-03-01 12:48:00,2011-03-01 12:48:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15320,36,267.13,7.42,2011-10-26 13:27:00,2011-10-26 13:27:00,1,1080.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15321,95,2748.31,28.93,2011-02-21 11:10:00,2011-09-30 09:40:00,220,12.95,0,3180.78,1865,16.36,267.89,High Value Irregular
15322,42,679.68,16.18,2011-09-15 09:34:00,2011-09-15 09:34:00,1,1260.0,2,938.09,286,1936.3,1.37,Low Value Regular
15325,49,162.29,3.31,2011-08-28 11:55:00,2011-08-28 11:55:00,1,1470.0,2,938.09,286,1936.3,1.37,Low Value Regular
15326,29,311.71,10.75,2011-01-10 11:38:00,2011-01-10 11:38:00,1,870.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15327,10,208.75,20.88,2011-10-18 11:55:00,2011-10-18 11:55:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15329,57,1049.7,18.42,2011-06-21 10:37:00,2011-10-31 15:36:00,132,12.95,1,610.78,2179,273.52,29.71,Low Value Irregular
15330,13,714.96,55.0,2011-10-10 12:30:00,2011-11-07 17:50:00,28,13.93,1,610.78,2179,273.52,29.71,Low Value Irregular
15332,35,1661.06,47.46,2010-12-05 12:00:00,2010-12-08 14:43:00,3,350.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15333,16,1028.56,64.28,2011-05-15 13:27:00,2011-05-15 13:27:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15334,99,351.67,3.55,2011-06-19 13:51:00,2011-07-06 11:22:00,16,185.62,1,610.78,2179,273.52,29.71,Low Value Irregular
15335,36,173.97,4.83,2011-10-17 12:50:00,2011-10-17 12:50:00,1,1080.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15339,86,574.07,6.68,2011-01-25 13:15:00,2011-10-04 12:51:00,251,10.28,0,3180.78,1865,16.36,267.89,High Value Irregular
15341,17,2020.52,118.85,2011-09-20 09:40:00,2011-09-20 09:40:00,1,510.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15342,24,406.09,16.92,2011-08-02 10:19:00,2011-08-02 10:19:00,1,720.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15343,21,364.5,17.36,2011-09-13 13:55:00,2011-09-13 13:55:00,1,630.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15344,26,563.94,21.69,2011-09-26 14:48:00,2011-12-09 10:45:00,73,10.68,1,610.78,2179,273.52,29.71,Low Value Irregular
15345,20,393.54,19.68,2011-10-25 11:28:00,2011-10-25 11:28:00,1,600.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15346,17,252.42,14.85,2011-01-11 11:18:00,2011-01-11 11:18:00,1,510.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15347,5,201.6,40.32,2010-12-08 15:25:00,2010-12-08 15:25:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15348,9,158.04,17.56,2011-09-28 13:17:00,2011-09-28 13:17:00,1,270.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15349,72,473.81,6.58,2011-06-05 15:46:00,2011-07-04 16:06:00,29,74.48,1,610.78,2179,273.52,29.71,Low Value Irregular
15350,5,115.65,23.13,2010-12-01 13:33:00,2010-12-01 13:33:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15351,225,1960.11,8.71,2010-12-05 11:49:00,2011-11-27 12:52:00,357,18.91,0,3180.78,1865,16.36,267.89,High Value Irregular
15353,63,777.02,12.33,2010-12-07 11:49:00,2011-03-30 12:15:00,113,16.73,1,610.78,2179,273.52,29.71,Low Value Irregular
15355,14,277.05,19.79,2011-10-17 15:22:00,2011-11-10 13:44:00,23,18.26,1,610.78,2179,273.52,29.71,Low Value Irregular
15356,519,2766.5,5.33,2010-12-06 14:05:00,2011-11-08 13:11:00,336,46.34,0,3180.78,1865,16.36,267.89,High Value Irregular
15358,551,8347.2,15.15,2010-12-09 10:04:00,2011-12-05 09:04:00,360,45.92,0,3180.78,1865,16.36,267.89,High Value Irregular
15360,13,427.93,32.92,2011-10-31 09:35:00,2011-10-31 09:35:00,1,390.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15361,7,418.92,59.85,2010-12-13 09:52:00,2010-12-13 09:52:00,1,210.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15363,16,326.0,20.38,2010-12-02 12:28:00,2010-12-02 12:28:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
15364,29,913.19,31.49,2011-03-30 13:39:00,2011-09-05 09:46:00,158,5.51,0,3180.78,1865,16.36,267.89,High Value Irregular
15365,114,2314.32,20.3,2011-01-28 13:08:00,2011-11-14 08:29:00,289,11.83,0,3180.78,1865,16.36,267.89,High Value Irregular
15366,44,602.51,13.69,2010-12-16 15:59:00,2011-09-25 15:01:00,282,4.68,0,3180.78,1865,16.36,267.89,High Value Irregular
15367,95,1877.59,19.76,2011-03-09 13:53:00,2011-10-13 14:13:00,218,13.07,0,3180.78,1865,16.36,267.89,High Value Irregular
